s_p_number_address,s_p_port_address_Masked,s_p_equipment_number,s_p_location_address_Masked,o_p_number_address,o_p_number_type_of_number,call_type,start_time_stamp,service_code,duration_volume,xfile_charge_amount,in_account_before_call_amount,in_account_after_call_amount,package_id,purchasment_flag,xfile_ind,actual_volume,bd_ingestion_timestamp,usage_counter_01_id,usage_counter_01_before,usage_counter_01_delta,usage_counter_02_id,usage_counter_02_before,usage_counter_02_delta,usage_counter_03_id,usage_counter_03_before,usage_counter_03_delta,usage_counter_04_id,usage_counter_04_before,usage_counter_04_delta,usage_counter_05_id,usage_counter_05_before,usage_counter_05_delta,usage_accum_id_01,usage_accum_before_01,usage_accum_delta_01,usage_accum_id_02,usage_accum_before_02,usage_accum_delta_02,usage_accum_id_03,usage_accum_before_03,usage_accum_delta_03,usage_accum_id_04,usage_accum_before_04,usage_accum_delta_04,usage_accum_id_05,usage_accum_before_05,usage_accum_delta_05,usage_dedicated_01_id,usage_dedicated_01_volume,usage_dedicated_01_before,usage_dedicated_01_delta,usage_dedicated_01_unit,usage_dedicated_02_id,usage_dedicated_02_volume,usage_dedicated_02_before,usage_dedicated_02_delta,usage_dedicated_02_unit,usage_dedicated_03_id,usage_dedicated_03_volume,usage_dedicated_03_before,usage_dedicated_03_delta,usage_dedicated_03_unit,usage_dedicated_04_id,usage_dedicated_04_volume,usage_dedicated_04_before,usage_dedicated_04_delta,usage_dedicated_04_unit,usage_dedicated_05_id,usage_dedicated_05_volume,usage_dedicated_05_before,usage_dedicated_05_delta,usage_dedicated_05_unit,usage_dedicated_06_id,usage_dedicated_06_volume,usage_dedicated_06_before,usage_dedicated_06_delta,usage_dedicated_06_unit,usage_dedicated_07_id,usage_dedicated_07_volume,usage_dedicated_07_before,usage_dedicated_07_delta,usage_dedicated_07_unit,usage_dedicated_08_id,usage_dedicated_08_volume,usage_dedicated_08_before,usage_dedicated_08_delta,usage_dedicated_08_unit,usage_dedicated_09_id,usage_dedicated_09_volume,usage_dedicated_09_before,usage_dedicated_09_delta,usage_dedicated_09_unit,usage_dedicated_10_id,usage_dedicated_10_volume,usage_dedicated_10_before,usage_dedicated_10_delta,usage_dedicated_10_unit,content_category,content_description,content_product_category,content_sub_category,partition_transaction_date
mNhndwGP5ywX5Z78rRkmzg==,P4,b/vXphh8PzTrOSx+rwSvTA==,Loc366,rSaXlRqB/X1uCUof/JWsQg==,1,2,2.02107E+13,1,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/18/2021 4:24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/17/2021
mNhndwGP5ywX5Z78rRkmzg==,P4,b/vXphh8PzTrOSx+rwSvTA==,Loc87,rSaXlRqB/X1uCUof/JWsQg==,1,2,2.02107E+13,1,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/18/2021 4:24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/17/2021
1E/lRM+T4lTB/971N/fB4w==,P1,2oqWMjHf0V26RjkUrp87Gw==,Loc179,777,0,2,2.02107E+13,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8/1/2021 5:13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/31/2021
foQv8xTsE7ZIv6Fj1MP+yg==,P2,pmQwiBXgQHDCrEHonDp75Q==,Loc56,AXwpbFRGRd8OcDGxWJGapg==,1,1,2.02107E+13,1,38,0,25.48,25.48,NULL,NULL,NULL,NULL,7/31/2021 5:00,6171,6780,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/30/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc9,internet.vodafone.net,1,12,2.02107E+13,141,0,0.508,0.24,0.24,25521,0,H,1289734,7/24/2021 3:51,2544,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139,1331200,291.562,0.508,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/23/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc9,internet.vodafone.net,1,12,2.02107E+13,141,0,0.039,0.24,0.24,25520,0,H,111022,7/24/2021 3:51,2544,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139,204800,291.055,0.039,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/23/2021
Qnig2waEGtW6FmPUq8bE1w==,P5,fA06SjPQZdubPot5GrK7yz2BTTdRfSNSs32oOr5QED4=,Loc14,internet.vodafone.net,1,12,2.02107E+13,141,215,0,8.327,8.327,6023,0,H,9233660,7/8/2021 3:48,6023,0,9318400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/6/2021
/G+KCURIm0S20VgnABOL9Q==,P3,CI1vMGwqRJxE3N50grdAGg==,Loc25,calyHGUWM/px/1zFyRjZMg==,1,1,2.02107E+13,1,126,0.3,0,0,NULL,NULL,NULL,NULL,7/8/2021 3:48,8910,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,180,96.213,0.3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/7/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc9,internet.vodafone.net,1,12,2.02107E+13,141,0,0,0,0,10001,0,H,28207,7/16/2021 4:14,10001,201932800,102400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/15/2021
mNhndwGP5ywX5Z78rRkmzg==,P4,u0RK1aFILunpbWdSBcboLz2BTTdRfSNSs32oOr5QED4=,Loc290,internet.vodafone.net,1,12,2.02107E+13,141,0,0,0.006,0.006,12345,0,H,9621,7/9/2021 3:48,989,0,10240,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/8/2021
mNhndwGP5ywX5Z78rRkmzg==,P4,b/vXphh8PzTrOSx+rwSvTA==,Loc7,bM2t33IsxNILwwDgZXrrSQ==,1,1,2.02107E+13,1,45,0.2,0.006,0.006,NULL,NULL,NULL,NULL,7/31/2021 5:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,60,80.82,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/30/2021
yLM/ku394jS3XsvJ3HsFvA==,P8,KFl0vm3erquDlJVlDw5HDg==,Loc37,JROjw6C9WL1ty4J2gWplPQ==,1,1,2.02107E+13,1,39,0.14,5.36,5.22,NULL,NULL,NULL,NULL,7/9/2021 3:48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/8/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc25,internet.vodafone.net,1,12,2.02107E+13,141,299,0.273,0,0,240102036,0,H,1350159,7/18/2021 4:24,668,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36,1433600,8.825,0.273,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/17/2021
mNhndwGP5ywX5Z78rRkmzg==,P4,u0RK1aFILunpbWdSBcboLz2BTTdRfSNSs32oOr5QED4=,Loc242,internet.vodafone.net,1,12,2.02107E+13,141,0,3.535,0.25,0.25,6868,0,H,18443013,7/8/2021 3:48,6868,3538227200,18534400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,18534400,35.481,3.535,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/6/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc25,internet.vodafone.net,1,12,2.02107E+13,141,0,0,0,0,10001,0,H,3107960,7/4/2021 4:23,10001,43417600,3174400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/1/2021
mNhndwGP5ywX5Z78rRkmzg==,P4,b/vXphh8PzTrOSx+rwSvTA==,Loc272,YkLmRPIvoJOnX8b5OKUEjw==,1,2,2.02107E+13,1,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/12/2021 3:50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/11/2021
1E/lRM+T4lTB/971N/fB4w==,P1,hCXQFnvkyMrDImEQkQQ48D2BTTdRfSNSs32oOr5QED4=,Loc12,internet.vodafone.net,1,12,2.02107E+13,141,8797,6.172,0,0,8777,0,H,32325059,7/4/2021 4:23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113,32358400,6.61,6.172,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/1/2021
mNhndwGP5ywX5Z78rRkmzg==,P4,u0RK1aFILunpbWdSBcboLz2BTTdRfSNSs32oOr5QED4=,Loc22,internet.vodafone.net,1,12,2.02107E+13,141,0,0.039,0.006,0.006,6868,0,H,136103,7/31/2021 5:00,6868,4057804800,204800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,204800,73.694,0.039,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/30/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc9,internet.vodafone.net,1,12,2.02107E+13,141,0,0,0,0,10001,0,H,18061415,7/15/2021 4:03,10001,174284800,18124800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/14/2021
L0KukaCxIf6WfOynXo4h7Q==,P9,WdKDP9j4mOqY6se2vD2G1g==,Loc40,470MI8AFpvb5aGuVc46Ung==,1,2,2.02107E+13,1,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/29/2021 5:44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/28/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc9,internet.vodafone.net,1,12,2.02107E+13,141,0,0.078,0.32,0.32,8536,0,H,382338,7/23/2021 3:45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,409600,69.369,0.078,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/22/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc9,internet.vodafone.net,1,12,2.02107E+13,141,0,0.02,0.32,0.32,8536,0,H,7073,7/23/2021 3:45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,102400,69.291,0.02,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/22/2021
mNhndwGP5ywX5Z78rRkmzg==,P4,u0RK1aFILunpbWdSBcboLz2BTTdRfSNSs32oOr5QED4=,Loc363,internet.vodafone.net,1,12,2.02107E+13,141,5325,14.648,0.006,0.006,8777,0,H,76709053,7/31/2021 5:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113,76800000,15.021,14.648,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/30/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc25,internet.vodafone.net,1,12,2.02107E+13,141,0,0,0,0,10001,0,H,5374,7/11/2021 3:57,10001,114176000,102400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/10/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc25,internet.vodafone.net,1,12,2.02107E+13,141,0,0.02,0,0,8536,0,H,8723,7/11/2021 3:57,233,459468800,102400,668,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,102400,69.787,0.02,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/10/2021
/G+KCURIm0S20VgnABOL9Q==,P3,CI1vMGwqRJxE3N50grdAGg==,Loc25,SL/oJWGVIATla7tY7s1ptw==,1,2,2.02107E+13,1,199,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/9/2021 3:48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/8/2021
mNhndwGP5ywX5Z78rRkmzg==,P4,b/vXphh8PzTrOSx+rwSvTA==,Loc128,UtCKSqSje0qnk+m8nbAG6g==,1,2,2.02107E+13,1,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/6/2021 7:15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/5/2021
