subscriber_number,dr_id,transaction_timestamp,transaction_type,transaction_code,transaction_amount,origin_operator_id,service_class,account_flag_before,account_flag_after,account_group_id,dedicated_account_id,dedicated_account_amount,ada_account_expiry_date_after,product_id,package_id,origin_transaction_id_for_ovi_store,origin_operator_id_for_ovi_store,origin_host_name,lifecycle,promo_indicator,ci_channel_id,file_type,debit_amount,balance_after_deduction,success_code,bd_ingestion_timestamp,partition_transaction_date
8ySmk8EywRlta7jz6YdwWQ==,NULL,20210716 19:30:50,DEB,ECOFEES,-0.01,Unknown,723,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210723 00:16:19,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/24/2021 1:20,7/23/2021
/G+KCURIm0S20VgnABOL9Q==,2.11E+36,20210703 16:04:53,CRE,FLEXEXTRA3LEGRAADON,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,12,20210722,NULL,NULL,1.09E+26,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210726 00:43:22,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,468582,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/27/2021 2:58,7/26/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210706 00:24:40,DEB,SET-DA-0-NOBAL-FLAG,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/7/2021 1:12,7/6/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210718 18:50:12,STAMPTXADJ,DEB,-0.664102,NULL,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_serv_fees,0,9.835898,1,7/19/2021 1:38,7/18/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210712 00:01:57,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/13/2021 1:09,7/12/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210712 00:35:08,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,428460,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/13/2021 1:09,7/12/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210708 00:35:35,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,458575,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/9/2021 1:08,7/8/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210726 00:43:22,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,468582,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/27/2021 2:58,7/26/2021
Qnig2waEGtW6FmPUq8bE1w==,4.43E+37,20210726 08:03:59,DEB,MIKE3ALNOTA,NULL,NULL,719,NULL,NULL,0,48,-0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_bonusadjust,NULL,NULL,NULL,7/27/2021 2:58,7/26/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210704 00:13:27,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/5/2021 1:22,7/4/2021
mNhndwGP5ywX5Z78rRkmzg==,1.65E+37,20210729 00:45:22,DEB,EXPRIED,NULL,SDP,1453,NULL,NULL,0,86,-0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/30/2021 12:19,7/29/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210705 10:31:13,STAMPTXADJ,DEB,0,NULL,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_serv_fees,17.883048,0,4,7/6/2021 2:38,7/5/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210725 05:24:54,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/26/2021 1:28,7/25/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210727 00:24:46,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/28/2021 19:28,7/27/2021
8ySmk8EywRlta7jz6YdwWQ==,NULL,20210704 23:20:25,DEB,ECOFEES,-0.01,Unknown,723,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/5/2021 1:22,7/4/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210724 08:38:01,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/25/2021 1:12,7/24/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210720 00:31:57,NULL,NULL,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/21/2021 1:23,7/20/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210702 00:12:25,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/3/2021 1:14,7/2/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210706 00:25:16,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/7/2021 1:12,7/6/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210726 12:22:42,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/27/2021 2:58,7/26/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210730 18:31:27,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/30/2021 23:59,7/30/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210723 00:16:19,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/24/2021 1:20,7/23/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210729 00:07:18,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/30/2021 12:19,7/29/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210702 00:34:44,NULL,NULL,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,358872,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/3/2021 1:14,7/2/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210723 15:59:10,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/24/2021 1:20,7/23/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210716 10:30:09,STAMPTXADJ,DEB,0,NULL,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_serv_fees,4.02,0,4,7/17/2021 1:21,7/16/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210731 00:35:54,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,505444,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,8/1/2021 0:06,7/31/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210714 13:25:20,DEB,ECOFEES,-0.01,Unknown,719,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/15/2021 1:20,7/14/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210719 00:04:25,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/20/2021 1:18,7/19/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210726 00:35:58,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,511471,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/27/2021 2:58,7/26/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210727 00:34:39,DEB,SET-DA-0-NOBAL-FLAG,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/28/2021 19:28,7/27/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210723 15:31:45,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/24/2021 1:20,7/23/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210719 00:11:38,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/20/2021 1:18,7/19/2021
mNhndwGP5ywX5Z78rRkmzg==,2.02E+36,20210718 18:50:13,CRE,G-MIKEPB-POOL,NULL,OGW,1453,NULL,NULL,0,48,2,NULL,NULL,NULL,1.01E+26,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/19/2021 1:38,7/18/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210728 20:16:43,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/29/2021 13:27,7/28/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210711 00:34:52,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,359263,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/12/2021 1:14,7/11/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210724 00:25:44,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/25/2021 1:12,7/24/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210709 00:22:43,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/10/2021 1:11,7/9/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210712 00:40:29,DEB,SET-DA-0-NOBAL-FLAG,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/13/2021 1:09,7/12/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210729 00:34:34,NULL,NULL,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,331110,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/30/2021 12:19,7/29/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210729 00:35:55,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,504311,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/30/2021 12:19,7/29/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210703 00:34:49,NULL,NULL,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,364587,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210709 16:23:58,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/10/2021 1:11,7/9/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210724 00:18:28,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/25/2021 1:12,7/24/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210705 00:35:55,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,519170,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/6/2021 2:38,7/5/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210703 11:25:24,DEB,D-R-MASS-GIFTFEES,0,EXT,719,0,0,0,NULL,NULL,NULL,NULL,NULL,1.10E+26,NULL,CI2,NULL,NULL,NULL,med_adjustments_ppas_air,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210723 00:25:29,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/24/2021 1:20,7/23/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210718 17:33:28,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/19/2021 1:38,7/18/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210721 00:34:35,NULL,NULL,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,334993,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/22/2021 1:16,7/21/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210731 17:49:13,DEB,D-MIKEPB-MB,-1.8,OGW,719,0,0,0,NULL,NULL,NULL,NULL,NULL,1.10E+26,NULL,OLM,NULL,NULL,NULL,med_adjustments_ppas_air,NULL,NULL,NULL,8/1/2021 0:06,7/31/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210705 00:20:41,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/6/2021 2:38,7/5/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210726 00:34:36,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,333845,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/27/2021 2:58,7/26/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210709 20:03:32,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/10/2021 1:11,7/9/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210720 06:59:07,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/21/2021 1:23,7/20/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210715 00:35:11,NULL,NULL,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,423035,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/16/2021 4:31,7/15/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210705 00:35:31,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,453909,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/6/2021 2:38,7/5/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210716 00:08:13,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210731 00:26:27,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,8/1/2021 0:06,7/31/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210729 00:34:34,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,331110,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/30/2021 12:19,7/29/2021
mNhndwGP5ywX5Z78rRkmzg==,2.02E+36,20210718 18:50:12,DEB,MARED-7-FLEX-DIR,NULL,EXT,1453,NULL,NULL,0,13,-7,NULL,NULL,NULL,1.01E+26,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/19/2021 1:38,7/18/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210709 00:39:31,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/10/2021 1:11,7/9/2021
mNhndwGP5ywX5Z78rRkmzg==,2.02E+36,20210729 21:19:35,DEB,MARED-7-FLEX-DIR,NULL,EXT,1453,NULL,NULL,0,13,-7,NULL,NULL,NULL,1.01E+26,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/30/2021 12:19,7/29/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210724 19:56:18,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/25/2021 1:12,7/24/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210722 10:47:00,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210728 00:00:44,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/29/2021 13:27,7/28/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210723 00:34:37,NULL,NULL,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,332583,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/24/2021 1:20,7/23/2021
yLM/ku394jS3XsvJ3HsFvA==,NULL,20210719 20:26:49,DEB,ECOFEES,-0.01,Unknown,719,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/20/2021 1:18,7/19/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210701 00:00:42,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/2/2021 1:22,7/1/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210726 21:01:50,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/27/2021 2:58,7/26/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210722 00:27:27,DEB,SET-DA-0-NOBAL-FLAG,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210704 00:03:22,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/5/2021 1:22,7/4/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210728 00:35:55,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,505645,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/29/2021 13:27,7/28/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210716 00:43:14,DEB,SET-DA-0-NOBAL-FLAG,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,464193,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
mNhndwGP5ywX5Z78rRkmzg==,2.02E+36,20210725 18:26:56,DEB,CLR-ROLLOVERMARD10RO,NULL,EXT,1453,NULL,NULL,0,11,-0.01,NULL,NULL,NULL,2.02E+18,USSD,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/26/2021 1:28,7/25/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210715 00:35:53,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,510802,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/16/2021 4:31,7/15/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210726 00:34:36,NULL,NULL,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,333845,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/27/2021 2:58,7/26/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210721 15:55:25,DEB,ECOFEES,-0.01,Unknown,719,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/22/2021 1:16,7/21/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210712 00:35:08,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,428460,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/13/2021 1:09,7/12/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210705 00:34:52,NULL,NULL,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,363680,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/6/2021 2:38,7/5/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210727 09:53:19,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/28/2021 19:28,7/27/2021
