subscriber_number,dr_id,transaction_timestamp,transaction_type,transaction_code,transaction_amount,origin_operator_id,service_class,account_flag_before,account_flag_after,account_group_id,dedicated_account_id,dedicated_account_amount,ada_account_expiry_date_after,product_id,package_id,origin_transaction_id_for_ovi_store,origin_operator_id_for_ovi_store,origin_host_name,lifecycle,promo_indicator,ci_channel_id,file_type,debit_amount,balance_after_deduction,success_code,bd_ingestion_timestamp,partition_transaction_date
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210701 19:25:21,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/2/2021 1:22,7/1/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210726 00:34:36,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,333845,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/27/2021 2:58,7/26/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210709 00:22:43,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/10/2021 1:11,7/9/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210723 00:35:58,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,508329,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/24/2021 1:20,7/23/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210703 17:28:29,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210706 00:35:53,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,518250,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/7/2021 1:12,7/6/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210721 00:30:32,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/22/2021 1:16,7/21/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210710 00:40:21,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/11/2021 1:00,7/10/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210701 00:35:34,NULL,NULL,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,452768,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/2/2021 1:22,7/1/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210714 00:35:52,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,511670,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/15/2021 1:20,7/14/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210724 00:34:37,NULL,NULL,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,336432,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/25/2021 1:12,7/24/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210718 00:35:13,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,418995,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/19/2021 1:38,7/18/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210713 00:00:14,DEB,SET-DA-0-NOBAL-FLAG,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/14/2021 1:10,7/13/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210713 00:35:10,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,426380,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/14/2021 1:10,7/13/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210707 00:35:58,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,519250,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/8/2021 1:12,7/7/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210709 00:34:54,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,362066,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/10/2021 1:11,7/9/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210704 18:23:22,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/5/2021 1:22,7/4/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210707 00:34:54,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,360798,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/8/2021 1:12,7/7/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210722 16:31:46,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
L0KukaCxIf6WfOynXo4h7Q==,2.69E+37,20210729 00:43:19,DEB,EXPRIED,NULL,SDP,454,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/30/2021 12:19,7/29/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210712 00:34:30,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,339312,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/13/2021 1:09,7/12/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210714 00:00:39,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/15/2021 1:20,7/14/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210711 00:03:11,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/12/2021 1:14,7/11/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210730 00:35:25,NULL,NULL,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,424783,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/30/2021 23:59,7/30/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210728 19:01:39,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/29/2021 13:27,7/28/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210719 00:04:40,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/20/2021 1:18,7/19/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210719 00:34:33,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,329117,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/20/2021 1:18,7/19/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210729 00:15:40,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/30/2021 12:19,7/29/2021
mNhndwGP5ywX5Z78rRkmzg==,1.65E+37,20210730 00:45:46,DEB,EXPRIED,NULL,SDP,1453,NULL,NULL,0,121,-0.000465,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/30/2021 23:59,7/30/2021
1E/lRM+T4lTB/971N/fB4w==,1.82E+37,20210730 00:46:07,DEB,EXPRIED,NULL,SDP,419,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/30/2021 23:59,7/30/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210720 00:36:02,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,499192,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/21/2021 1:23,7/20/2021
yLM/ku394jS3XsvJ3HsFvA==,NULL,20210707 23:40:22,DEB,ECOFEES,-0.01,Unknown,719,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/8/2021 1:12,7/7/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210710 00:01:29,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/11/2021 1:00,7/10/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210722 17:58:57,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210704 00:13:27,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/5/2021 1:22,7/4/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210717 00:24:16,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/18/2021 1:21,7/17/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210703 10:51:21,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210706 00:32:53,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/7/2021 1:12,7/6/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210715 00:43:15,DEB,SET-DA-0-NOBAL-FLAG,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,468584,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/16/2021 4:31,7/15/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210710 00:35:54,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,520810,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/11/2021 1:00,7/10/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210723 00:35:58,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,508329,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/24/2021 1:20,7/23/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210714 00:34:31,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,338936,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/15/2021 1:20,7/14/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210701 00:34:50,NULL,NULL,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,363181,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/2/2021 1:22,7/1/2021
Qnig2waEGtW6FmPUq8bE1w==,2.02E+36,20210703 21:28:27,DEB,TEST,NULL,EXT,719,NULL,NULL,0,56,75,NULL,NULL,NULL,1.10E+26,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210724 16:57:29,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/25/2021 1:12,7/24/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210718 18:50:13,DEB,NEG-PB-UNIPOOL,-0.83,EXT,1453,0,0,0,NULL,NULL,NULL,NULL,NULL,1.01E+26,NULL,CI2,NULL,NULL,NULL,med_adjustments_ppas_air,NULL,NULL,NULL,7/19/2021 1:38,7/18/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210718 18:50:13,DEB,D-MIKEPB-MB,-2,OGW,1453,0,0,0,NULL,NULL,NULL,NULL,NULL,1.01E+26,NULL,OLM,NULL,NULL,NULL,med_adjustments_ppas_air,NULL,NULL,NULL,7/19/2021 1:38,7/18/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210718 18:50:12,DEB,MARED-7-FLEX-DIR,-7,EXT,1453,0,0,0,NULL,NULL,NULL,NULL,NULL,1.01E+26,NULL,CI2,NULL,NULL,NULL,med_adjustments_ppas_air,NULL,NULL,NULL,7/19/2021 1:38,7/18/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210703 00:20:15,DEB,SET-DA-0-NOBAL-FLAG,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210703 00:20:15,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
/G+KCURIm0S20VgnABOL9Q==,1.21E+36,20210716 00:07:07,CRE,FLEXGRNTRECIEVER,NULL,BT,454,NULL,NULL,134217728,36,20,20210723,NULL,NULL,1.09E+27,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210729 00:35:55,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,504311,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/30/2021 12:19,7/29/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210721 00:35:15,NULL,NULL,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,421614,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/22/2021 1:16,7/21/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210730 00:15:51,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/30/2021 23:59,7/30/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210727 00:01:17,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/28/2021 19:28,7/27/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210725 00:36:00,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,510414,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/26/2021 1:28,7/25/2021
L0KukaCxIf6WfOynXo4h7Q==,2.69E+37,20210717 00:43:26,DEB,EXPRIED,NULL,SDP,454,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/18/2021 1:21,7/17/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210727 00:35:16,NULL,NULL,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,419330,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/28/2021 19:28,7/27/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210708 00:35:35,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,458575,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/9/2021 1:08,7/8/2021
mNhndwGP5ywX5Z78rRkmzg==,1.65E+37,20210712 00:44:52,DEB,EXPRIED,NULL,SDP,1453,NULL,NULL,0,86,-0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/13/2021 1:09,7/12/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210716 00:08:13,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210711 00:35:32,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,452022,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/12/2021 1:14,7/11/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210709 00:22:43,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/10/2021 1:11,7/9/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210724 16:29:00,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/25/2021 1:12,7/24/2021
/G+KCURIm0S20VgnABOL9Q==,2.11E+36,20210720 19:52:15,DEB,FLEXROLOVR-DA32CLR,NULL,CAI5-SDP-105A,454,NULL,NULL,NULL,32,-59.341407,20210722,NULL,NULL,1.09E+26,NULL,NULL,NULL,560,365,ppas_dedicated_accounts,NULL,NULL,NULL,7/21/2021 1:23,7/20/2021
/G+KCURIm0S20VgnABOL9Q==,2.11E+36,20210720 19:52:15,DEB,CLR-RENEWAL365OFFER,NULL,CAI5-SDP-105A,454,NULL,NULL,NULL,9,0,20210817,NULL,NULL,1.09E+26,NULL,NULL,NULL,560,365,ppas_dedicated_accounts,NULL,NULL,NULL,7/21/2021 1:23,7/20/2021
/G+KCURIm0S20VgnABOL9Q==,2.11E+36,20210720 19:52:15,DEB,CLR-SHARK-QUOTA-DED2,NULL,CAI5-SDP-105A,454,NULL,NULL,NULL,2,-0.069457,20210818,NULL,NULL,1.09E+26,NULL,NULL,NULL,560,365,ppas_dedicated_accounts,NULL,NULL,NULL,7/21/2021 1:23,7/20/2021
/G+KCURIm0S20VgnABOL9Q==,2.11E+36,20210720 19:52:15,DEB,CLR-SHARK-ROLL-DED51,NULL,CAI5-SDP-105A,454,NULL,NULL,NULL,51,0,20210817,NULL,NULL,1.09E+26,NULL,NULL,NULL,560,365,ppas_dedicated_accounts,NULL,NULL,NULL,7/21/2021 1:23,7/20/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210712 00:00:03,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/13/2021 1:09,7/12/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210727 00:34:39,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/28/2021 19:28,7/27/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210720 06:01:22,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/21/2021 1:23,7/20/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210714 00:35:52,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,511670,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/15/2021 1:20,7/14/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210715 19:06:25,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/16/2021 4:31,7/15/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210702 00:12:25,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/3/2021 1:14,7/2/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210722 17:48:31,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210701 00:35:34,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,452768,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/2/2021 1:22,7/1/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210721 00:30:32,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/22/2021 1:16,7/21/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210723 00:35:58,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,508329,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/24/2021 1:20,7/23/2021
1E/lRM+T4lTB/971N/fB4w==,2.02E+36,20210701 20:28:56,DEB,C-ROLLOVER-FAKKA8,NULL,EXT,419,NULL,NULL,0,121,-6.61,NULL,NULL,NULL,2.02E+18,USSD,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/2/2021 1:22,7/1/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210714 10:45:53,DEB,010VOICEGIFT,-0.75,EXT,719,0,0,0,NULL,NULL,NULL,NULL,NULL,1.10E+26,NULL,CI2,NULL,NULL,NULL,med_adjustments_ppas_air,NULL,NULL,NULL,7/15/2021 1:20,7/14/2021
L0KukaCxIf6WfOynXo4h7Q==,2.69E+37,20210704 00:44:13,DEB,EXPRIED,NULL,SDP,454,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/5/2021 1:22,7/4/2021
